file	verdict	status	note
nova_tests/contracts/neg/v4_old_disproved_fail.nv	MIGRATE	SKIP	z3-backend-gated (skipped under trivial-backend run): requires NOVA_SMT_BACKEND=z3 but running with trivial
nova_tests/contracts/neg/verify_disproved.nv	MIGRATE	PASS	compiles+passes; target spec_tests/conformance (language-feature test) unless std-module-shaped
nova_tests/contracts/neg/verify_must_verify_fail.nv	MIGRATE	PASS	compiles+passes; target spec_tests/conformance (language-feature test) unless std-module-shaped
nova_tests/contracts/neg/z3_axioms_inconsistent_fail.nv	MIGRATE	SKIP	z3-backend-gated (skipped under trivial-backend run): requires NOVA_SMT_BACKEND=z3 but running with trivial
nova_tests/contracts/neg/z3_pure_view_no_axiom_fail.nv	MIGRATE	SKIP	z3-backend-gated (skipped under trivial-backend run): requires NOVA_SMT_BACKEND=z3 but running with trivial
nova_tests/contracts/neg/z3_unprovable_with_counterexample.nv	MIGRATE	SKIP	z3-backend-gated (skipped under trivial-backend run): requires NOVA_SMT_BACKEND=z3 but running with trivial
nova_tests/contracts/parse_basic.nv	STALE	CODEGEN-FAIL	CODEGEN-FAIL: \\?\D:\Sources\nv-lang\nova-198\nova_tests\contracts\trivial_string_len_positive.nv:25:5: error: [E_STR_NO_LEN] `str.len()` was retired (D249 lens model): a `str` has three diverging lengths, so length /...
nova_tests/contracts/parse_decreases_record_inv.nv	STALE	CODEGEN-FAIL	CODEGEN-FAIL: \\?\D:\Sources\nv-lang\nova-198\nova_tests\contracts\trivial_string_len_positive.nv:25:5: error: [E_STR_NO_LEN] `str.len()` was retired (D249 lens model): a `str` has three diverging lengths, so length /...
nova_tests/contracts/parse_frame.nv	STALE	CODEGEN-FAIL	CODEGEN-FAIL: \\?\D:\Sources\nv-lang\nova-198\nova_tests\contracts\trivial_string_len_positive.nv:25:5: error: [E_STR_NO_LEN] `str.len()` was retired (D249 lens model): a `str` has three diverging lengths, so length /...
nova_tests/contracts/parse_loop_invariants.nv	STALE	CODEGEN-FAIL	CODEGEN-FAIL: \\?\D:\Sources\nv-lang\nova-198\nova_tests\contracts\trivial_string_len_positive.nv:25:5: error: [E_STR_NO_LEN] `str.len()` was retired (D249 lens model): a `str` has three diverging lengths, so length /...
nova_tests/contracts/plan140_2_self_field_positive.nv	STALE	CODEGEN-FAIL	CODEGEN-FAIL: \\?\D:\Sources\nv-lang\nova-198\nova_tests\contracts\trivial_string_len_positive.nv:25:5: error: [E_STR_NO_LEN] `str.len()` was retired (D249 lens model): a `str` has three diverging lengths, so length /...
nova_tests/contracts/post_action_view_positive.nv	STALE	CODEGEN-FAIL	CODEGEN-FAIL: \\?\D:\Sources\nv-lang\nova-198\nova_tests\contracts\trivial_string_len_positive.nv:25:5: error: [E_STR_NO_LEN] `str.len()` was retired (D249 lens model): a `str` has three diverging lengths, so length /...
nova_tests/contracts/proof_budget_positive.nv	STALE	CODEGEN-FAIL	CODEGEN-FAIL: \\?\D:\Sources\nv-lang\nova-198\nova_tests\contracts\trivial_string_len_positive.nv:25:5: error: [E_STR_NO_LEN] `str.len()` was retired (D249 lens model): a `str` has three diverging lengths, so length /...
nova_tests/contracts/purity_scc_inference_positive.nv	STALE	CODEGEN-FAIL	CODEGEN-FAIL: \\?\D:\Sources\nv-lang\nova-198\nova_tests\contracts\trivial_string_len_positive.nv:25:5: error: [E_STR_NO_LEN] `str.len()` was retired (D249 lens model): a `str` has three diverging lengths, so length /...
nova_tests/contracts/quantifier_positive.nv	STALE	CODEGEN-FAIL	CODEGEN-FAIL: \\?\D:\Sources\nv-lang\nova-198\nova_tests\contracts\trivial_string_len_positive.nv:25:5: error: [E_STR_NO_LEN] `str.len()` was retired (D249 lens model): a `str` has three diverging lengths, so length /...
nova_tests/contracts/r4_examples.nv	STALE	CODEGEN-FAIL	CODEGEN-FAIL: \\?\D:\Sources\nv-lang\nova-198\nova_tests\contracts\trivial_string_len_positive.nv:25:5: error: [E_STR_NO_LEN] `str.len()` was retired (D249 lens model): a `str` has three diverging lengths, so length /...
nova_tests/contracts/record_invariant_positive.nv	STALE	CODEGEN-FAIL	CODEGEN-FAIL: \\?\D:\Sources\nv-lang\nova-198\nova_tests\contracts\trivial_string_len_positive.nv:25:5: error: [E_STR_NO_LEN] `str.len()` was retired (D249 lens model): a `str` has three diverging lengths, so length /...
nova_tests/contracts/recursive_no_decreases_warn.nv	KEEP-SPECIAL	CODEGEN-FAIL	SOUNDNESS_REGRESSION marker — soundness ratchet (contracts-z3.yml MIN=12), load-bearing, do not delete
nova_tests/contracts/redundant_requires_tighter_w2402.nv	STALE	CODEGEN-FAIL	CODEGEN-FAIL: \\?\D:\Sources\nv-lang\nova-198\nova_tests\contracts\trivial_string_len_positive.nv:25:5: error: [E_STR_NO_LEN] `str.len()` was retired (D249 lens model): a `str` has three diverging lengths, so length /...
nova_tests/contracts/redundant_requires_true_w2402.nv	STALE	CODEGEN-FAIL	CODEGEN-FAIL: \\?\D:\Sources\nv-lang\nova-198\nova_tests\contracts\trivial_string_len_positive.nv:25:5: error: [E_STR_NO_LEN] `str.len()` was retired (D249 lens model): a `str` has three diverging lengths, so length /...
nova_tests/contracts/runtime_basic.nv	STALE	CODEGEN-FAIL	CODEGEN-FAIL: \\?\D:\Sources\nv-lang\nova-198\nova_tests\contracts\trivial_string_len_positive.nv:25:5: error: [E_STR_NO_LEN] `str.len()` was retired (D249 lens model): a `str` has three diverging lengths, so length /...
nova_tests/contracts/runtime_block_body.nv	STALE	CODEGEN-FAIL	CODEGEN-FAIL: \\?\D:\Sources\nv-lang\nova-198\nova_tests\contracts\trivial_string_len_positive.nv:25:5: error: [E_STR_NO_LEN] `str.len()` was retired (D249 lens model): a `str` has three diverging lengths, so length /...
nova_tests/contracts/self_ref_ensures_w2402.nv	STALE	CODEGEN-FAIL	CODEGEN-FAIL: \\?\D:\Sources\nv-lang\nova-198\nova_tests\contracts\trivial_string_len_positive.nv:25:5: error: [E_STR_NO_LEN] `str.len()` was retired (D249 lens model): a `str` has three diverging lengths, so length /...
nova_tests/contracts/static_axiom_no_axioms_positive.nv	STALE	CODEGEN-FAIL	CODEGEN-FAIL: \\?\D:\Sources\nv-lang\nova-198\nova_tests\contracts\trivial_string_len_positive.nv:25:5: error: [E_STR_NO_LEN] `str.len()` was retired (D249 lens model): a `str` has three diverging lengths, so length /...
nova_tests/contracts/static_axiom_unknown_w2402.nv	STALE	CODEGEN-FAIL	CODEGEN-FAIL: \\?\D:\Sources\nv-lang\nova-198\nova_tests\contracts\trivial_string_len_positive.nv:25:5: error: [E_STR_NO_LEN] `str.len()` was retired (D249 lens model): a `str` has three diverging lengths, so length /...
nova_tests/contracts/trivial_absorption_positive.nv	STALE	CODEGEN-FAIL	CODEGEN-FAIL: \\?\D:\Sources\nv-lang\nova-198\nova_tests\contracts\trivial_string_len_positive.nv:25:5: error: [E_STR_NO_LEN] `str.len()` was retired (D249 lens model): a `str` has three diverging lengths, so length /...
nova_tests/contracts/trivial_addition_bounds_positive.nv	STALE	CODEGEN-FAIL	CODEGEN-FAIL: \\?\D:\Sources\nv-lang\nova-198\nova_tests\contracts\trivial_string_len_positive.nv:25:5: error: [E_STR_NO_LEN] `str.len()` was retired (D249 lens model): a `str` has three diverging lengths, so length /...
nova_tests/contracts/trivial_bound_weakening_positive.nv	STALE	CODEGEN-FAIL	CODEGEN-FAIL: \\?\D:\Sources\nv-lang\nova-198\nova_tests\contracts\trivial_string_len_positive.nv:25:5: error: [E_STR_NO_LEN] `str.len()` was retired (D249 lens model): a `str` has three diverging lengths, so length /...
nova_tests/contracts/trivial_commutativity_positive.nv	STALE	CODEGEN-FAIL	CODEGEN-FAIL: \\?\D:\Sources\nv-lang\nova-198\nova_tests\contracts\trivial_string_len_positive.nv:25:5: error: [E_STR_NO_LEN] `str.len()` was retired (D249 lens model): a `str` has three diverging lengths, so length /...
nova_tests/contracts/trivial_congruence_positive.nv	STALE	CODEGEN-FAIL	CODEGEN-FAIL: \\?\D:\Sources\nv-lang\nova-198\nova_tests\contracts\trivial_string_len_positive.nv:25:5: error: [E_STR_NO_LEN] `str.len()` was retired (D249 lens model): a `str` has three diverging lengths, so length /...
nova_tests/contracts/trivial_const_mul_positive.nv	STALE	CODEGEN-FAIL	CODEGEN-FAIL: \\?\D:\Sources\nv-lang\nova-198\nova_tests\contracts\trivial_string_len_positive.nv:25:5: error: [E_STR_NO_LEN] `str.len()` was retired (D249 lens model): a `str` has three diverging lengths, so length /...
nova_tests/contracts/trivial_division_bounds_positive.nv	STALE	CODEGEN-FAIL	CODEGEN-FAIL: \\?\D:\Sources\nv-lang\nova-198\nova_tests\contracts\trivial_string_len_positive.nv:25:5: error: [E_STR_NO_LEN] `str.len()` was retired (D249 lens model): a `str` has three diverging lengths, so length /...
nova_tests/contracts/trivial_double_negation_positive.nv	STALE	CODEGEN-FAIL	CODEGEN-FAIL: \\?\D:\Sources\nv-lang\nova-198\nova_tests\contracts\trivial_string_len_positive.nv:25:5: error: [E_STR_NO_LEN] `str.len()` was retired (D249 lens model): a `str` has three diverging lengths, so length /...
nova_tests/contracts/trivial_excluded_middle_positive.nv	STALE	CODEGEN-FAIL	CODEGEN-FAIL: \\?\D:\Sources\nv-lang\nova-198\nova_tests\contracts\trivial_string_len_positive.nv:25:5: error: [E_STR_NO_LEN] `str.len()` was retired (D249 lens model): a `str` has three diverging lengths, so length /...
nova_tests/contracts/trivial_ite_identity_positive.nv	STALE	CODEGEN-FAIL	CODEGEN-FAIL: \\?\D:\Sources\nv-lang\nova-198\nova_tests\contracts\trivial_string_len_positive.nv:25:5: error: [E_STR_NO_LEN] `str.len()` was retired (D249 lens model): a `str` has three diverging lengths, so length /...
nova_tests/contracts/trivial_modulus_bounds_positive.nv	STALE	CODEGEN-FAIL	CODEGEN-FAIL: \\?\D:\Sources\nv-lang\nova-198\nova_tests\contracts\trivial_string_len_positive.nv:25:5: error: [E_STR_NO_LEN] `str.len()` was retired (D249 lens model): a `str` has three diverging lengths, so length /...
nova_tests/contracts/trivial_modulus_upper_positive.nv	STALE	CODEGEN-FAIL	CODEGEN-FAIL: \\?\D:\Sources\nv-lang\nova-198\nova_tests\contracts\trivial_string_len_positive.nv:25:5: error: [E_STR_NO_LEN] `str.len()` was retired (D249 lens model): a `str` has three diverging lengths, so length /...
nova_tests/contracts/trivial_mul_commutativity_positive.nv	STALE	CODEGEN-FAIL	CODEGEN-FAIL: \\?\D:\Sources\nv-lang\nova-198\nova_tests\contracts\trivial_string_len_positive.nv:25:5: error: [E_STR_NO_LEN] `str.len()` was retired (D249 lens model): a `str` has three diverging lengths, so length /...
nova_tests/contracts/trivial_negation_positive.nv	STALE	CODEGEN-FAIL	CODEGEN-FAIL: \\?\D:\Sources\nv-lang\nova-198\nova_tests\contracts\trivial_string_len_positive.nv:25:5: error: [E_STR_NO_LEN] `str.len()` was retired (D249 lens model): a `str` has three diverging lengths, so length /...
nova_tests/contracts/trivial_string_len_positive.nv	KEEP-SPECIAL	CODEGEN-FAIL	unique repro, deletion forbidden by file header (D249 byte_len trivial-backend proof); Ф.3(a) deferred decision
nova_tests/contracts/trivial_subtraction_bounds_positive.nv	STALE	CODEGEN-FAIL	CODEGEN-FAIL: \\?\D:\Sources\nv-lang\nova-198\nova_tests\contracts\trivial_string_len_positive.nv:25:5: error: [E_STR_NO_LEN] `str.len()` was retired (D249 lens model): a `str` has three diverging lengths, so length /...
nova_tests/contracts/trivial_transitivity_positive.nv	STALE	CODEGEN-FAIL	CODEGEN-FAIL: \\?\D:\Sources\nv-lang\nova-198\nova_tests\contracts\trivial_string_len_positive.nv:25:5: error: [E_STR_NO_LEN] `str.len()` was retired (D249 lens model): a `str` has three diverging lengths, so length /...
nova_tests/contracts/unverified_attribute_positive.nv	STALE	CODEGEN-FAIL	CODEGEN-FAIL: \\?\D:\Sources\nv-lang\nova-198\nova_tests\contracts\trivial_string_len_positive.nv:25:5: error: [E_STR_NO_LEN] `str.len()` was retired (D249 lens model): a `str` has three diverging lengths, so length /...
nova_tests/contracts/v2_nested_loops_positive.nv	STALE	CODEGEN-FAIL	CODEGEN-FAIL: \\?\D:\Sources\nv-lang\nova-198\nova_tests\contracts\trivial_string_len_positive.nv:25:5: error: [E_STR_NO_LEN] `str.len()` was retired (D249 lens model): a `str` has three diverging lengths, so length /...
nova_tests/contracts/v3_scc_purity_chain_positive.nv	STALE	CODEGEN-FAIL	CODEGEN-FAIL: \\?\D:\Sources\nv-lang\nova-198\nova_tests\contracts\trivial_string_len_positive.nv:25:5: error: [E_STR_NO_LEN] `str.len()` was retired (D249 lens model): a `str` has three diverging lengths, so length /...
nova_tests/contracts/v4_old_arith_positive.nv	STALE	CODEGEN-FAIL	CODEGEN-FAIL: \\?\D:\Sources\nv-lang\nova-198\nova_tests\contracts\trivial_string_len_positive.nv:25:5: error: [E_STR_NO_LEN] `str.len()` was retired (D249 lens model): a `str` has three diverging lengths, so length /...
nova_tests/contracts/v4_old_frame_positive.nv	STALE	CODEGEN-FAIL	CODEGEN-FAIL: \\?\D:\Sources\nv-lang\nova-198\nova_tests\contracts\trivial_string_len_positive.nv:25:5: error: [E_STR_NO_LEN] `str.len()` was retired (D249 lens model): a `str` has three diverging lengths, so length /...
nova_tests/contracts/vacuous_fn_requires_false_w2402.nv	STALE	CODEGEN-FAIL	CODEGEN-FAIL: \\?\D:\Sources\nv-lang\nova-198\nova_tests\contracts\trivial_string_len_positive.nv:25:5: error: [E_STR_NO_LEN] `str.len()` was retired (D249 lens model): a `str` has three diverging lengths, so length /...
nova_tests/contracts/verify_must_verify_proven.nv	STALE	CODEGEN-FAIL	CODEGEN-FAIL: \\?\D:\Sources\nv-lang\nova-198\nova_tests\contracts\trivial_string_len_positive.nv:25:5: error: [E_STR_NO_LEN] `str.len()` was retired (D249 lens model): a `str` has three diverging lengths, so length /...
nova_tests/contracts/verify_no_contracts_w2402.nv	STALE	CODEGEN-FAIL	CODEGEN-FAIL: \\?\D:\Sources\nv-lang\nova-198\nova_tests\contracts\trivial_string_len_positive.nv:25:5: error: [E_STR_NO_LEN] `str.len()` was retired (D249 lens model): a `str` has three diverging lengths, so length /...
nova_tests/contracts/verify_with_contracts_positive.nv	STALE	CODEGEN-FAIL	CODEGEN-FAIL: \\?\D:\Sources\nv-lang\nova-198\nova_tests\contracts\trivial_string_len_positive.nv:25:5: error: [E_STR_NO_LEN] `str.len()` was retired (D249 lens model): a `str` has three diverging lengths, so length /...
nova_tests/contracts/w2401_unverified_tuple_positive.nv	STALE	CODEGEN-FAIL	CODEGEN-FAIL: \\?\D:\Sources\nv-lang\nova-198\nova_tests\contracts\trivial_string_len_positive.nv:25:5: error: [E_STR_NO_LEN] `str.len()` was retired (D249 lens model): a `str` has three diverging lengths, so length /...
nova_tests/contracts/witness_exists_positive.nv	STALE	CODEGEN-FAIL	CODEGEN-FAIL: \\?\D:\Sources\nv-lang\nova-198\nova_tests\contracts\trivial_string_len_positive.nv:25:5: error: [E_STR_NO_LEN] `str.len()` was retired (D249 lens model): a `str` has three diverging lengths, so length /...
nova_tests/contracts/z3_axiom_alpha_rename.nv	STALE	CODEGEN-FAIL	CODEGEN-FAIL: \\?\D:\Sources\nv-lang\nova-198\nova_tests\contracts\trivial_string_len_positive.nv:25:5: error: [E_STR_NO_LEN] `str.len()` was retired (D249 lens model): a `str` has three diverging lengths, so length /...
nova_tests/contracts/z3_implication_chain.nv	STALE	CODEGEN-FAIL	CODEGEN-FAIL: \\?\D:\Sources\nv-lang\nova-198\nova_tests\contracts\trivial_string_len_positive.nv:25:5: error: [E_STR_NO_LEN] `str.len()` was retired (D249 lens model): a `str` has three diverging lengths, so length /...
nova_tests/contracts/z3_linear_arith_positive.nv	STALE	CODEGEN-FAIL	CODEGEN-FAIL: \\?\D:\Sources\nv-lang\nova-198\nova_tests\contracts\trivial_string_len_positive.nv:25:5: error: [E_STR_NO_LEN] `str.len()` was retired (D249 lens model): a `str` has three diverging lengths, so length /...
nova_tests/contracts/z3_pure_view_axiom_positive.nv	STALE	CODEGEN-FAIL	CODEGEN-FAIL: \\?\D:\Sources\nv-lang\nova-198\nova_tests\contracts\trivial_string_len_positive.nv:25:5: error: [E_STR_NO_LEN] `str.len()` was retired (D249 lens model): a `str` has three diverging lengths, so length /...
nova_tests/doc/f23_contracts_positive.nv	STALE	CODEGEN-FAIL	CODEGEN-FAIL: \\?\D:\Sources\nv-lang\nova-198\nova_tests\doc\f26_newtype_positive.nv:22:18: error: [E7301] cannot assign value of type `AccountId` to `raw` declared as `int`
nova_tests/doc/f23_deprecation_positive.nv	STALE	CODEGEN-FAIL	CODEGEN-FAIL: \\?\D:\Sources\nv-lang\nova-198\nova_tests\doc\f26_newtype_positive.nv:22:18: error: [E7301] cannot assign value of type `AccountId` to `raw` declared as `int`
nova_tests/doc/f23_doc_aliases_positive.nv	STALE	CODEGEN-FAIL	CODEGEN-FAIL: \\?\D:\Sources\nv-lang\nova-198\nova_tests\doc\f26_newtype_positive.nv:22:18: error: [E7301] cannot assign value of type `AccountId` to `raw` declared as `int`
nova_tests/doc/f23_effects_positive.nv	STALE	CODEGEN-FAIL	CODEGEN-FAIL: \\?\D:\Sources\nv-lang\nova-198\nova_tests\doc\f26_newtype_positive.nv:22:18: error: [E7301] cannot assign value of type `AccountId` to `raw` declared as `int`
nova_tests/doc/f23_hide_doc_attr_positive.nv	STALE	CODEGEN-FAIL	CODEGEN-FAIL: \\?\D:\Sources\nv-lang\nova-198\nova_tests\doc\f26_newtype_positive.nv:22:18: error: [E7301] cannot assign value of type `AccountId` to `raw` declared as `int`
nova_tests/doc/f23_links_positive.nv	STALE	CODEGEN-FAIL	CODEGEN-FAIL: \\?\D:\Sources\nv-lang\nova-198\nova_tests\doc\f26_newtype_positive.nv:22:18: error: [E7301] cannot assign value of type `AccountId` to `raw` declared as `int`
nova_tests/doc/f23_newtype_positive.nv	STALE	CODEGEN-FAIL	CODEGEN-FAIL: \\?\D:\Sources\nv-lang\nova-198\nova_tests\doc\f26_newtype_positive.nv:22:18: error: [E7301] cannot assign value of type `AccountId` to `raw` declared as `int`
nova_tests/doc/f23_protocol_positive.nv	STALE	CODEGEN-FAIL	CODEGEN-FAIL: \\?\D:\Sources\nv-lang\nova-198\nova_tests\doc\f26_newtype_positive.nv:22:18: error: [E7301] cannot assign value of type `AccountId` to `raw` declared as `int`
nova_tests/doc/f23_stability_positive.nv	STALE	CODEGEN-FAIL	CODEGEN-FAIL: \\?\D:\Sources\nv-lang\nova-198\nova_tests\doc\f26_newtype_positive.nv:22:18: error: [E7301] cannot assign value of type `AccountId` to `raw` declared as `int`
nova_tests/doc/f23_verify_status_positive.nv	STALE	CODEGEN-FAIL	CODEGEN-FAIL: \\?\D:\Sources\nv-lang\nova-198\nova_tests\doc\f26_newtype_positive.nv:22:18: error: [E7301] cannot assign value of type `AccountId` to `raw` declared as `int`
nova_tests/doc/f24_doc_attrs_positive.nv	STALE	CODEGEN-FAIL	CODEGEN-FAIL: \\?\D:\Sources\nv-lang\nova-198\nova_tests\doc\f26_newtype_positive.nv:22:18: error: [E7301] cannot assign value of type `AccountId` to `raw` declared as `int`
nova_tests/doc/f24_expect_output_positive.nv	STALE	CODEGEN-FAIL	CODEGEN-FAIL: \\?\D:\Sources\nv-lang\nova-198\nova_tests\doc\f26_newtype_positive.nv:22:18: error: [E7301] cannot assign value of type `AccountId` to `raw` declared as `int`
nova_tests/doc/f24_infer_contracts_positive.nv	STALE	CODEGEN-FAIL	CODEGEN-FAIL: \\?\D:\Sources\nv-lang\nova-198\nova_tests\doc\f26_newtype_positive.nv:22:18: error: [E7301] cannot assign value of type `AccountId` to `raw` declared as `int`
nova_tests/doc/f24_reexport_positive.nv	STALE	CODEGEN-FAIL	CODEGEN-FAIL: \\?\D:\Sources\nv-lang\nova-198\nova_tests\doc\f26_newtype_positive.nv:22:18: error: [E7301] cannot assign value of type `AccountId` to `raw` declared as `int`
nova_tests/doc/f25_doc_warnings_positive.nv	STALE	CODEGEN-FAIL	CODEGEN-FAIL: \\?\D:\Sources\nv-lang\nova-198\nova_tests\doc\f26_newtype_positive.nv:22:18: error: [E7301] cannot assign value of type `AccountId` to `raw` declared as `int`
nova_tests/doc/f25_markdown_summary_positive.nv	STALE	CODEGEN-FAIL	CODEGEN-FAIL: \\?\D:\Sources\nv-lang\nova-198\nova_tests\doc\f26_newtype_positive.nv:22:18: error: [E7301] cannot assign value of type `AccountId` to `raw` declared as `int`
nova_tests/doc/f25_mutation_contracts_positive.nv	STALE	CODEGEN-FAIL	CODEGEN-FAIL: \\?\D:\Sources\nv-lang\nova-198\nova_tests\doc\f26_newtype_positive.nv:22:18: error: [E7301] cannot assign value of type `AccountId` to `raw` declared as `int`
nova_tests/doc/f25_source_url_positive.nv	STALE	CODEGEN-FAIL	CODEGEN-FAIL: \\?\D:\Sources\nv-lang\nova-198\nova_tests\doc\f26_newtype_positive.nv:22:18: error: [E7301] cannot assign value of type `AccountId` to `raw` declared as `int`
nova_tests/doc/f26_capabilities_positive.nv	STALE	CODEGEN-FAIL	CODEGEN-FAIL: \\?\D:\Sources\nv-lang\nova-198\nova_tests\doc\f26_newtype_positive.nv:22:18: error: [E7301] cannot assign value of type `AccountId` to `raw` declared as `int`
nova_tests/doc/f26_handler_matrix_positive.nv	STALE	CODEGEN-FAIL	CODEGEN-FAIL: \\?\D:\Sources\nv-lang\nova-198\nova_tests\doc\f26_newtype_positive.nv:22:18: error: [E7301] cannot assign value of type `AccountId` to `raw` declared as `int`
nova_tests/doc/f26_lints_positive.nv	STALE	CODEGEN-FAIL	CODEGEN-FAIL: \\?\D:\Sources\nv-lang\nova-198\nova_tests\doc\f26_newtype_positive.nv:22:18: error: [E7301] cannot assign value of type `AccountId` to `raw` declared as `int`
nova_tests/doc/f26_newtype_positive.nv	KEEP-SPECIAL	CODEGEN-FAIL	Ф.3(b) deferred decision — owner resolved 2026-07-11: newtype↔int requires explicit conversion; fixture needs update to match
nova_tests/doc/fixtures/basic/sample.nv	N/A-support	NORESULT	support/library file — no independent test unit (imported by sibling test in same dir tree)
nova_tests/doc/fixtures/capability_forbid/sample.nv	N/A-support	NORESULT	support/library file — no independent test unit (imported by sibling test in same dir tree)
nova_tests/doc/fixtures/doctests/sample.nv	N/A-support	NORESULT	support/library file — no independent test unit (imported by sibling test in same dir tree)
nova_tests/doc/fixtures/expect_output/sample.nv	N/A-support	NORESULT	support/library file — no independent test unit (imported by sibling test in same dir tree)
nova_tests/doc/fixtures/kinds/sample.nv	N/A-support	NORESULT	support/library file — no independent test unit (imported by sibling test in same dir tree)
nova_tests/doc/fixtures/links/sample.nv	N/A-support	NORESULT	support/library file — no independent test unit (imported by sibling test in same dir tree)
nova_tests/doc/fixtures/module_attrs/sample.nv	N/A-support	NORESULT	support/library file — no independent test unit (imported by sibling test in same dir tree)
nova_tests/doc/fixtures/must_verify/sample.nv	N/A-support	NORESULT	support/library file — no independent test unit (imported by sibling test in same dir tree)
nova_tests/doc/fixtures/orphan/sample.nv	N/A-support	NORESULT	support/library file — no independent test unit (imported by sibling test in same dir tree)
nova_tests/doc/fixtures/real_attrs/sample.nv	N/A-support	NORESULT	support/library file — no independent test unit (imported by sibling test in same dir tree)
nova_tests/doc/fixtures/reexport/sample.nv	N/A-support	NORESULT	support/library file — no independent test unit (imported by sibling test in same dir tree)
nova_tests/doc/fixtures/sections/sample.nv	N/A-support	NORESULT	support/library file — no independent test unit (imported by sibling test in same dir tree)
nova_tests/doc/fixtures/should_panic/sample.nv	N/A-support	NORESULT	support/library file — no independent test unit (imported by sibling test in same dir tree)
nova_tests/doc/fixtures/stability/sample.nv	N/A-support	NORESULT	support/library file — no independent test unit (imported by sibling test in same dir tree)
nova_tests/doc/neg/f23_contracts_negative.nv	MIGRATE	PASS	compiles+passes; target spec_tests/conformance (language-feature test) unless std-module-shaped
nova_tests/doc/neg/f23_contracts_requires_fail.nv	MIGRATE	PASS	compiles+passes; target spec_tests/conformance (language-feature test) unless std-module-shaped
nova_tests/doc/neg/f23_newtype_type_mismatch_fail.nv	MIGRATE	PASS	compiles+passes; target spec_tests/conformance (language-feature test) unless std-module-shaped
nova_tests/doc/neg/f24_doc_attrs_negative.nv	MIGRATE	PASS	compiles+passes; target spec_tests/conformance (language-feature test) unless std-module-shaped
nova_tests/doc/neg/f24_expect_output_negative.nv	MIGRATE	PASS	compiles+passes; target spec_tests/conformance (language-feature test) unless std-module-shaped
nova_tests/doc/neg/f24_infer_contracts_negative.nv	MIGRATE	PASS	compiles+passes; target spec_tests/conformance (language-feature test) unless std-module-shaped
nova_tests/doc/neg/f25_doc_warnings_negative.nv	MIGRATE	PASS	compiles+passes; target spec_tests/conformance (language-feature test) unless std-module-shaped
nova_tests/doc/neg/f25_mutation_contracts_negative.nv	MIGRATE	PASS	compiles+passes; target spec_tests/conformance (language-feature test) unless std-module-shaped
nova_tests/doc/neg/f26_handler_matrix_negative.nv	MIGRATE	PASS	compiles+passes; target spec_tests/conformance (language-feature test) unless std-module-shaped
nova_tests/doc/neg/f26_newtype_negative.nv	KEEP-SPECIAL	PASS	Ф.3(b) deferred decision — owner resolved 2026-07-11: newtype↔int requires explicit conversion; fixture needs update to match
nova_tests/effect_registry/registry_size.nv	MIGRATE	PASS	compiles+passes; target spec_tests/conformance (language-feature test) unless std-module-shaped
nova_tests/effects/basic.nv	STALE	CC-FAIL	CC-FAIL: D:\Sources\nv-lang\nova-198\nova_tests/effects\basic.c:8718:22: error: initializing 'NovaOpt_nova_int' (aka 'struct NovaOpt_nova_int') with an expression of incompatible type 'nova_int' (aka 'long long') | D:...
nova_tests/effects/effects_composition.nv	STALE	CC-FAIL	CC-FAIL: D:\Sources\nv-lang\nova-198\nova_tests/effects\basic.c:8718:22: error: initializing 'NovaOpt_nova_int' (aka 'struct NovaOpt_nova_int') with an expression of incompatible type 'nova_int' (aka 'long long') | D:...
nova_tests/effects/error_chains.nv	STALE	CC-FAIL	CC-FAIL: D:\Sources\nv-lang\nova-198\nova_tests/effects\basic.c:8718:22: error: initializing 'NovaOpt_nova_int' (aka 'struct NovaOpt_nova_int') with an expression of incompatible type 'nova_int' (aka 'long long') | D:...
nova_tests/effects/fail_handler.nv	STALE	CC-FAIL	CC-FAIL: D:\Sources\nv-lang\nova-198\nova_tests/effects\basic.c:8718:22: error: initializing 'NovaOpt_nova_int' (aka 'struct NovaOpt_nova_int') with an expression of incompatible type 'nova_int' (aka 'long long') | D:...
nova_tests/effects/forbid_realtime.nv	STALE	CC-FAIL	CC-FAIL: D:\Sources\nv-lang\nova-198\nova_tests/effects\basic.c:8718:22: error: initializing 'NovaOpt_nova_int' (aka 'struct NovaOpt_nova_int') with an expression of incompatible type 'nova_int' (aka 'long long') | D:...
nova_tests/effects/handler_irt_d87.nv	STALE	CC-FAIL	CC-FAIL: D:\Sources\nv-lang\nova-198\nova_tests/effects\basic.c:8718:22: error: initializing 'NovaOpt_nova_int' (aka 'struct NovaOpt_nova_int') with an expression of incompatible type 'nova_int' (aka 'long long') | D:...
nova_tests/effects/handler_lambda_d31_rev.nv	STALE	CC-FAIL	CC-FAIL: D:\Sources\nv-lang\nova-198\nova_tests/effects\basic.c:8718:22: error: initializing 'NovaOpt_nova_int' (aka 'struct NovaOpt_nova_int') with an expression of incompatible type 'nova_int' (aka 'long long') | D:...
nova_tests/effects/handler_wrappers.nv	STALE	CC-FAIL	CC-FAIL: D:\Sources\nv-lang\nova-198\nova_tests/effects\basic.c:8718:22: error: initializing 'NovaOpt_nova_int' (aka 'struct NovaOpt_nova_int') with an expression of incompatible type 'nova_int' (aka 'long long') | D:...
